rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds
1,545361,Mike Trout,LAA,STL,2026-07-22T01:38:00Z,Pre-Game,2,Matthew Liberatore,669461,L,68.8,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",69.1,55.6,72.7,100.0,78.0,14.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,18.32,48.74,90.76,103.3895,0.5202,0.2698,0.3881,74.77,49.48,39.73,33.03,20.4,0.2224,9.83,42.15,90.67,0.4629,0.1885,28.66,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,30,0,87,Angel Stadium,
2,682829,Elly De La Cruz,CIN,SEA,2026-07-22T01:40:00Z,Pre-Game,1,Luis Castillo,622491,R,62.4,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",57.8,50.5,51.4,93.2,75.0,73.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,30,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.8% barrel, 15.3 HR allowed",EV profile; pitcher fly-ball pressure modest,13.38,50.01,93.38,104.3437,0.4695,0.2017,0.3528,74.99,50.18,36.08,25.73,17.8,0.2089,9.77,44.44,90.23,0.4278,0.173,27.44,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,39,0,87,T-Mobile Park,
3,687263,Zach Neto,LAA,STL,2026-07-22T01:38:00Z,Pre-Game,1,Matthew Liberatore,669461,L,61.4,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",49.0,55.6,72.7,93.2,78.0,19.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 17.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.23,41.28,89.81,100.1337,0.4313,0.2139,0.3188,71.19,13.23,47.34,35.24,21.1,0.2114,9.83,42.15,90.67,0.4629,0.1885,28.66,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,30,0,87,Angel Stadium,
4,669127,Shea Langeliers,ATH,AZ,2026-07-22T01:40:00Z,Pre-Game,3,Kohl Drake,684442,L,61.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",58.3,41.2,59.2,96.6,78.0,53.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.89,45.04,91.6,102.546,0.4945,0.2337,0.3504,74.85,49.4,40.02,31.03,24.7,0.2387,,,,,,,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,34,2,99,Chase Field,
5,701398,Sal Stewart,CIN,SEA,2026-07-22T01:40:00Z,Pre-Game,2,Luis Castillo,622491,R,60.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",62.3,52.2,51.4,100.0,50.0,32.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","same-side matchup; pitcher baseline 9.8% barrel, 15.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.59,44.31,91.97,101.7028,0.5201,0.2575,0.3653,72.45,28.47,38.29,32.37,15.5,0.2403,9.77,44.44,90.23,0.4278,0.173,27.44,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,39,0,87,T-Mobile Park,
6,686527,Dominic Canzone,SEA,CIN,2026-07-22T01:40:00Z,Pre-Game,3,Chase Burns,695505,R,60.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",62.0,41.4,51.4,96.6,80.0,32.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 9.9 HR allowed",EV profile; pitcher fly-ball pressure modest,14.57,48.93,92.65,103.1754,0.5148,0.2388,0.3676,74.29,44.96,40.67,26.37,13.8,0.2307,9.29,39.89,89.5,0.356,0.1474,29.29,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,39,0,87,T-Mobile Park,
7,666176,Jo Adell,LAA,STL,2026-07-22T01:38:00Z,Pre-Game,6,Matthew Liberatore,669461,L,59.7,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",51.0,55.6,72.7,76.2,78.0,18.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,26,1,"Last 7 games: 2/26, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.14,45.52,90.3,102.6602,0.4699,0.2099,0.3356,77.39,71.72,38.0,26.86,20.9,0.1818,9.83,42.15,90.67,0.4629,0.1885,28.66,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,30,0,87,Angel Stadium,
8,682998,Corbin Carroll,AZ,ATH,2026-07-22T01:40:00Z,Pre-Game,3,Jack Perkins,678022,R,58.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",55.3,39.2,59.2,96.6,80.0,18.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,1,"Last 7 games: 3/26, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.68,47.31,91.54,102.4505,0.4688,0.2159,0.3517,75.33,55.54,45.62,29.48,19.1,0.2456,8.55,38.26,88.08,0.3839,0.1531,33.61,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.4455&lon=-112.0667,34,2,99,Chase Field,
9,624585,Jorge Soler,LAA,STL,2026-07-22T01:38:00Z,Pre-Game,4,Matthew Liberatore,669461,L,57.9,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",40.4,55.6,72.7,94.9,78.0,0.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.89,41.65,88.65,101.5887,0.3744,0.1662,0.2975,74.7,48.55,50.35,24.68,11.3,0.1699,9.83,42.15,90.67,0.4629,0.1885,28.66,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,30,0,87,Angel Stadium,
10,687093,Vaughn Grissom,LAA,STL,2026-07-22T01:38:00Z,Pre-Game,5,Matthew Liberatore,669461,L,56.7,Longshot,Watch List,"Good Environment, Platoon Edge",33.5,55.6,72.7,86.4,78.0,46.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,41.9,89.0,99.8749,0.43,0.158,0.343,71.8,21.8,40.1,26.7,5.0,0.141,9.83,42.15,90.67,0.4629,0.1885,28.66,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,30,0,87,Angel Stadium,
