rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,sheet_score,sheet_carry_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds,sheet_barrel_pct,sheet_iso,sheet_ev,sheet_pm_hr,sheet_pm_pa,sheet_pa_pct,sheet_hr_env,sheet_pitcher_split_barrel,sheet_pitcher_split_hr,sheet_note
1,670541,Yordan Alvarez,HOU,NYY,2026-08-25T23:05:00Z,Pre-Game,2,Will Warren,701542,R,71.5,Tier 2,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",81.3,50.4,75.2,100.0,80.0,24.9,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,0,"Last 7 games: 6/21, 0 HR","platoon edge; pitcher baseline 8.9% barrel, 19.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.25,53.25,94.56,104.9318,0.6365,0.321,0.4385,76.1,61.8,41.58,36.52,27.0,0.2536,8.87,44.18,90.86,0.4267,0.1659,24.03,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=40.8296&lon=-73.9262,39,2,76,Yankee Stadium,,,,,,,,,,,
2,660271,Shohei Ohtani,LAD,ATL,2026-08-25T23:15:00Z,Pre-Game,1,Bryce Elder,693821,R,70.2,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",80.9,42.4,68.9,93.2,80.0,75.9,50.0,,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 22.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.6,54.43,93.92,104.5365,0.5958,0.3085,0.4124,75.03,53.36,46.56,32.2,37.5,0.2819,6.89,41.7,90.14,0.4116,0.1582,26.01,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,41,0,84,Truist Park,,,,,,,,,,,
3,624413,Pete Alonso,BAL,STL,2026-08-25T23:45:00Z,Pre-Game,2,Matthew Liberatore,669461,L,67.8,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",72.6,53.4,41.6,100.0,78.0,88.7,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 20.4 HR allowed",EV profile; pitcher fly-ball pressure modest,15.4,55.87,93.92,104.2607,0.5531,0.2731,0.3902,74.78,49.07,35.66,30.88,32.4,0.2366,9.48,41.52,90.39,0.4482,0.1815,29.01,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=38.6226&lon=-90.1928,75,21,74,Busch Stadium,,,,,,,,,,,
4,656941,Kyle Schwarber,PHI,STL,2026-08-26T01:40:00Z,Pre-Game,1,George Kirby,669923,R,65.6,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",77.2,41.5,61.9,88.7,80.0,45.5,47.5,68.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 16.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.49,53.72,93.25,104.3555,0.525,0.2833,0.3779,77.16,75.28,54.7,33.67,44.1,0.2971,7.41,42.85,90.04,0.4025,0.1451,24.73,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,58,0,77,T-Mobile Park,,14.1,0.216,94,9,139,25,6,4.88,2,Power volume; less clean pitcher split than Harper
5,808959,Munetaka Murakami,CWS,TEX,2026-08-25T23:40:00Z,Pre-Game,2,Jacob deGrom,594798,R,65.2,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",81.1,50.2,33.5,100.0,80.0,18.3,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,28,1,"Last 7 games: 3/28, 1 HR","platoon edge; pitcher baseline 8.9% barrel, 19.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.1,58.3,94.0,104.59,0.499,0.282,0.364,74.8,51.2,42.6,38.2,29.0,0.29,8.95,44.7,90.52,0.3945,0.1644,29.74,In From RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=41.8300&lon=-87.6338,71,0,68,Rate Field,,,,,,,,,,,
6,571970,Max Muncy,LAD,KC,2026-08-25T23:15:00Z,Pre-Game,4,Bryce Elder,693821,R,64.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",57.3,42.4,68.9,94.9,80.0,94.1,66.5,100.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 22.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.53,47.86,90.81,101.4699,0.4858,0.2436,0.3593,71.38,14.97,53.04,35.16,23.9,0.2452,6.89,41.7,90.14,0.4116,0.1582,26.01,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,41,0,84,Truist Park,,19.2,0.333,92,4,39,57.1,19,8.85,4,Dodger +19; elite sheet line vs Cameron LHH split
7,665833,Oneil Cruz,PIT,SD,2026-08-26T01:40:00Z,Pre-Game,5,Michael King,650633,R,63.9,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",74.3,41.0,61.6,81.9,80.0,48.7,50.0,,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 16.2 HR allowed",EV profile; pitcher fly-ball pressure modest,17.65,57.58,95.73,107.1754,0.4726,0.2315,0.3471,78.38,76.24,40.23,24.43,17.2,0.2088,9.37,34.11,87.31,0.4095,0.173,27.82,Out To RF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=32.7073&lon=-117.1573,74,1,82,Petco Park,,,,,,,,,,,
8,545361,Mike Trout,LAA,CLE,2026-08-26T01:38:00Z,Pre-Game,2,Gavin Williams,668909,R,62.7,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",60.2,56.2,71.2,100.0,50.0,13.3,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","same-side matchup; pitcher baseline 10.9% barrel, 24.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.73,46.71,90.13,102.8341,0.4852,0.2383,0.3727,74.63,47.42,37.0,32.75,21.8,0.1972,10.89,46.68,90.26,0.4071,0.1789,25.86,Out To CF,NOAA link only,https://forecast.weather.gov/MapClick.php?lat=33.8003&lon=-117.8827,,,90,Angel Stadium,,,,,,,,,,,
9,621566,Matt Olson,ATL,NYM,2026-08-25T23:15:00Z,Pre-Game,3,Tyler Glasnow,607192,R,62.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Sheet Consensus",67.2,33.9,68.9,96.6,80.0,4.2,80.6,100.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 6.5 HR allowed",EV profile; pitcher fly-ball pressure modest,15.31,51.06,92.81,103.8535,0.5095,0.2615,0.36,74.6,47.89,37.86,33.06,33.9,0.2547,8.07,38.1,89.74,0.324,0.1371,26.47,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=33.8907&lon=-84.4677,41,0,84,Truist Park,,22.7,0.398,96,11,103,37.5,3,3.3,6,Elite LHH power; weather only mild and possible delay
10,663728,Cal Raleigh,SEA,PHI,2026-08-26T01:40:00Z,Pre-Game,5,Aaron Nola,605400,R,62.2,Tier 3,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",56.6,48.0,61.9,86.4,75.0,87.0,50.0,,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,4,Hot streak: 4 HR in last 7 games,"switch hitter; pitcher baseline 9.4% barrel, 27.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.16,40.71,89.97,100.9454,0.4287,0.2327,0.3227,74.99,52.11,54.29,42.08,29.9,0.2209,9.38,42.39,88.98,0.4191,0.1738,27.46,Out To CF,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,58,0,77,T-Mobile Park,,,,,,,,,,,
